0.383233,0.38256,0.381883,0.381202,0.380519,0.379834,0.379147,0.37846,0.377773,0.377087,0.376401,0.375718,0.375038,0.374361,0.373688,0.373019,0.372356,0.3717,0.371049,0.370406,0.369771,0.369145,0.368528,0.36792,0.367323,0.366737,0.366163,0.3656,0.365051,0.364514,0.363992,0.363483,0.36299,0.362512,0.362049,0.361603,0.361173,0.36076,0.360365,0.359988,0.359628,0.359288,0.358966,0.358664,0.358381,0.358118,0.357875,0.357652,0.35745,0.357269,0.357109,0.356969,0.356851,0.356754,0.356679,0.356625,0.356592,0.356582,0.356592,0.356625,0.356679,0.356754,0.356851,0.356969,0.357109,0.357269,0.35745,0.357653,0.357875,0.358118,0.358381,0.358664,0.358966,0.359288,0.359629,0.359988,0.360365,0.36076,0.361173,0.361603,0.362049,0.362512,0.36299,0.363484,0.363992,0.364515,0.365051,0.365601,0.366163,0.366738,0.367324,0.367921,0.368528,0.369145,0.369772,0.370407,0.37105,0.3717,0.372357,0.37302,0.373688,0.374361,0.375038,0.375719,0.376402,0.377087,0.377773,0.378461,0.379148,0.379834,0.380519,0.381203,0.381883,0.38256,0.383233,0.383901,0.384564,0.385221,0.385871,0.386514,0.387149,0.387776,0.388393,0.389,0.389597,0.390183,0.390758,0.39132,0.391869,0.392406,0.392928,0.393437,0.39393,0.394408,0.394871,0.395317,0.395747,0.39616,0.396555,0.396932,0.397291,0.397632,0.397953,0.398256,0.398538,0.398801,0.399044,0.399267,0.399469,0.39965,0.399811,0.39995,0.400068,0.400165,0.40024,0.400294,0.400327,0.400338,0.400327,0.400294,0.40024,0.400165,0.400068,0.39995,0.399811,0.39965,0.399469,0.399267,0.399044,0.398801,0.398538,0.398255,0.397953,0.397631,0.397291,0.396932,0.396555,0.396159,0.395747,0.395317,0.394871,0.394408,0.39393,0.393436,0.392928,0.392405,0.391869,0.39132,0.390757,0.390183,0.389597,0.389,0.388392,0.387775,0.387149,0.386514,0.385871,0.385221,0.384564,0.383901,
0.383222,0.382549,0.381872,0.381192,0.380509,0.379824,0.379137,0.37845,0.377763,0.377076,0.376391,0.375708,0.375028,0.374351,0.373678,0.373009,0.372346,0.371689,0.371039,0.370396,0.369761,0.369135,0.368518,0.36791,0.367313,0.366727,0.366153,0.365591,0.365041,0.364505,0.363982,0.363474,0.36298,0.362502,0.362039,0.361593,0.361163,0.36075,0.360355,0.359978,0.359619,0.359278,0.358957,0.358654,0.358371,0.358108,0.357865,0.357643,0.357441,0.357259,0.357099,0.356959,0.356841,0.356744,0.356669,0.356615,0.356583,0.356572,0.356583,0.356615,0.356669,0.356744,0.356841,0.35696,0.357099,0.357259,0.357441,0.357643,0.357865,0.358108,0.358371,0.358654,0.358957,0.359278,0.359619,0.359978,0.360355,0.360751,0.361163,0.361593,0.362039,0.362502,0.36298,0.363474,0.363982,0.364505,0.365041,0.365591,0.366153,0.366728,0.367314,0.367911,0.368518,0.369135,0.369762,0.370397,0.37104,0.37169,0.372347,0.37301,0.373678,0.374351,0.375028,0.375708,0.376392,0.377077,0.377763,0.37845,0.379138,0.379824,0.380509,0.381192,0.381873,0.38255,0.383223,0.383891,0.384554,0.385211,0.385861,0.386504,0.387139,0.387765,0.388382,0.38899,0.389587,0.390173,0.390747,0.391309,0.391859,0.392395,0.392918,0.393426,0.39392,0.394398,0.39486,0.395307,0.395736,0.396149,0.396544,0.396921,0.39728,0.397621,0.397942,0.398245,0.398528,0.398791,0.399034,0.399256,0.399458,0.39964,0.3998,0.399939,0.400057,0.400154,0.40023,0.400284,0.400316,0.400327,0.400316,0.400284,0.40023,0.400154,0.400057,0.399939,0.3998,0.399639,0.399458,0.399256,0.399033,0.39879,0.398527,0.398245,0.397942,0.397621,0.39728,0.396921,0.396544,0.396149,0.395736,0.395306,0.39486,0.394398,0.393919,0.393426,0.392917,0.392395,0.391859,0.391309,0.390747,0.390172,0.389586,0.388989,0.388382,0.387765,0.387138,0.386503,0.385861,0.38521,0.384554,0.383891,
0.383191,0.382518,0.381841,0.381161,0.380478,0.379793,0.379106,0.378419,0.377732,0.377046,0.376361,0.375678,0.374997,0.37432,0.373647,0.372979,0.372316,0.371659,0.371009,0.370366,0.369731,0.369105,0.368488,0.36788,0.367284,0.366698,0.366123,0.365561,0.365011,0.364475,0.363952,0.363444,0.362951,0.362472,0.36201,0.361563,0.361134,0.360721,0.360326,0.359949,0.359589,0.359249,0.358927,0.358625,0.358342,0.358079,0.357836,0.357614,0.357412,0.35723,0.35707,0.35693,0.356812,0.356716,0.35664,0.356586,0.356554,0.356543,0.356554,0.356586,0.35664,0.356716,0.356812,0.356931,0.35707,0.35723,0.357412,0.357614,0.357836,0.358079,0.358342,0.358625,0.358928,0.359249,0.35959,0.359949,0.360326,0.360721,0.361134,0.361564,0.36201,0.362473,0.362951,0.363444,0.363953,0.364475,0.365012,0.365561,0.366123,0.366698,0.367284,0.367881,0.368488,0.369105,0.369732,0.370367,0.37101,0.37166,0.372317,0.372979,0.373648,0.374321,0.374998,0.375678,0.376361,0.377046,0.377733,0.37842,0.379107,0.379793,0.380478,0.381161,0.381842,0.382519,0.383192,0.38386,0.384523,0.38518,0.38583,0.386473,0.387107,0.387734,0.388351,0.388958,0.389555,0.390141,0.390715,0.391278,0.391827,0.392363,0.392886,0.393394,0.393888,0.394366,0.394828,0.395275,0.395704,0.396117,0.396512,0.396889,0.397248,0.397589,0.39791,0.398213,0.398495,0.398758,0.399001,0.399224,0.399426,0.399607,0.399768,0.399907,0.400025,0.400122,0.400197,0.400251,0.400284,0.400294,0.400284,0.400251,0.400197,0.400122,0.400025,0.399907,0.399767,0.399607,0.399426,0.399224,0.399001,0.398758,0.398495,0.398212,0.39791,0.397589,0.397248,0.396889,0.396512,0.396117,0.395704,0.395274,0.394828,0.394366,0.393887,0.393394,0.392886,0.392363,0.391827,0.391277,0.390715,0.390141,0.389555,0.388958,0.388351,0.387733,0.387107,0.386472,0.385829,0.385179,0.384522,0.38386,
0.38314,0.382467,0.38179,0.38111,0.380427,0.379742,0.379055,0.378368,0.377681,0.376995,0.37631,0.375627,0.374947,0.37427,0.373597,0.372929,0.372266,0.371609,0.370959,0.370316,0.369681,0.369055,0.368438,0.367831,0.367234,0.366648,0.366074,0.365512,0.364962,0.364426,0.363903,0.363395,0.362902,0.362423,0.361961,0.361515,0.361085,0.360672,0.360277,0.3599,0.359541,0.359201,0.358879,0.358577,0.358294,0.358031,0.357788,0.357565,0.357363,0.357182,0.357022,0.356882,0.356764,0.356667,0.356592,0.356538,0.356506,0.356495,0.356506,0.356538,0.356592,0.356667,0.356764,0.356882,0.357022,0.357182,0.357364,0.357566,0.357788,0.358031,0.358294,0.358577,0.358879,0.359201,0.359541,0.3599,0.360278,0.360673,0.361085,0.361515,0.361961,0.362424,0.362902,0.363395,0.363904,0.364426,0.364962,0.365512,0.366074,0.366648,0.367234,0.367831,0.368439,0.369056,0.369682,0.370317,0.370959,0.37161,0.372266,0.372929,0.373597,0.37427,0.374947,0.375627,0.37631,0.376995,0.377682,0.378369,0.379056,0.379742,0.380427,0.38111,0.38179,0.382467,0.38314,0.383808,0.384471,0.385128,0.385778,0.38642,0.387055,0.387682,0.388299,0.388906,0.389503,0.390088,0.390663,0.391225,0.391774,0.392311,0.392833,0.393341,0.393835,0.394313,0.394775,0.395221,0.395651,0.396064,0.396459,0.396836,0.397195,0.397535,0.397857,0.398159,0.398442,0.398705,0.398947,0.39917,0.399372,0.399553,0.399714,0.399853,0.399971,0.400068,0.400143,0.400197,0.40023,0.40024,0.40023,0.400197,0.400143,0.400068,0.399971,0.399853,0.399714,0.399553,0.399372,0.39917,0.398947,0.398704,0.398441,0.398159,0.397856,0.397535,0.397195,0.396836,0.396458,0.396063,0.395651,0.395221,0.394775,0.394312,0.393834,0.393341,0.392833,0.39231,0.391774,0.391224,0.390662,0.390088,0.389502,0.388905,0.388298,0.387681,0.387055,0.38642,0.385777,0.385127,0.384471,0.383808,
0.383067,0.382395,0.381718,0.381038,0.380355,0.37967,0.378984,0.378297,0.37761,0.376924,0.376239,0.375556,0.374876,0.374199,0.373526,0.372858,0.372196,0.371539,0.370889,0.370246,0.369612,0.368986,0.368369,0.367761,0.367165,0.366579,0.366005,0.365443,0.364893,0.364357,0.363835,0.363326,0.362833,0.362355,0.361893,0.361446,0.361017,0.360604,0.360209,0.359832,0.359473,0.359133,0.358811,0.358509,0.358226,0.357963,0.357721,0.357498,0.357296,0.357115,0.356954,0.356815,0.356697,0.3566,0.356525,0.356471,0.356438,0.356428,0.356438,0.356471,0.356525,0.3566,0.356697,0.356815,0.356954,0.357115,0.357296,0.357498,0.357721,0.357964,0.358226,0.358509,0.358811,0.359133,0.359473,0.359832,0.36021,0.360605,0.361017,0.361447,0.361893,0.362355,0.362833,0.363327,0.363835,0.364357,0.364894,0.365443,0.366005,0.366579,0.367165,0.367762,0.368369,0.368986,0.369612,0.370247,0.37089,0.37154,0.372196,0.372859,0.373527,0.3742,0.374876,0.375557,0.376239,0.376924,0.37761,0.378297,0.378984,0.379671,0.380355,0.381038,0.381718,0.382395,0.383068,0.383736,0.384398,0.385055,0.385705,0.386348,0.386982,0.387608,0.388225,0.388832,0.389429,0.390015,0.390589,0.391151,0.3917,0.392237,0.392759,0.393267,0.39376,0.394238,0.394701,0.395147,0.395576,0.395989,0.396384,0.396761,0.39712,0.39746,0.397782,0.398084,0.398367,0.398629,0.398872,0.399095,0.399297,0.399478,0.399638,0.399778,0.399896,0.399993,0.400068,0.400122,0.400154,0.400165,0.400154,0.400122,0.400068,0.399992,0.399896,0.399778,0.399638,0.399478,0.399297,0.399095,0.398872,0.398629,0.398366,0.398084,0.397781,0.39746,0.39712,0.396761,0.396384,0.395989,0.395576,0.395147,0.3947,0.394238,0.39376,0.393267,0.392759,0.392236,0.3917,0.391151,0.390589,0.390014,0.389429,0.388832,0.388225,0.387608,0.386982,0.386347,0.385705,0.385055,0.384398,0.383735,
0.382975,0.382302,0.381625,0.380945,0.380263,0.379578,0.378892,0.378205,0.377519,0.376832,0.376148,0.375465,0.374785,0.374108,0.373436,0.372768,0.372106,0.371449,0.370799,0.370157,0.369522,0.368896,0.368279,0.367672,0.367076,0.36649,0.365916,0.365354,0.364805,0.364269,0.363746,0.363238,0.362745,0.362267,0.361805,0.361359,0.360929,0.360517,0.360122,0.359745,0.359386,0.359046,0.358724,0.358422,0.358139,0.357877,0.357634,0.357411,0.357209,0.357028,0.356868,0.356729,0.35661,0.356514,0.356438,0.356384,0.356352,0.356341,0.356352,0.356384,0.356438,0.356514,0.356611,0.356729,0.356868,0.357028,0.35721,0.357412,0.357634,0.357877,0.35814,0.358422,0.358725,0.359046,0.359386,0.359745,0.360122,0.360517,0.36093,0.361359,0.361805,0.362268,0.362746,0.363239,0.363747,0.364269,0.364805,0.365354,0.365916,0.366491,0.367076,0.367673,0.36828,0.368897,0.369523,0.370157,0.3708,0.37145,0.372106,0.372769,0.373436,0.374109,0.374786,0.375466,0.376148,0.376833,0.377519,0.378206,0.378893,0.379579,0.380263,0.380946,0.381626,0.382303,0.382975,0.383643,0.384305,0.384962,0.385612,0.386254,0.386889,0.387515,0.388131,0.388738,0.389335,0.389921,0.390495,0.391056,0.391606,0.392142,0.392664,0.393172,0.393665,0.394143,0.394605,0.395051,0.395481,0.395893,0.396288,0.396665,0.397024,0.397364,0.397685,0.397988,0.39827,0.398533,0.398776,0.398998,0.3992,0.399381,0.399542,0.399681,0.399799,0.399896,0.399971,0.400025,0.400057,0.400068,0.400057,0.400025,0.399971,0.399896,0.399799,0.399681,0.399542,0.399381,0.3992,0.398998,0.398776,0.398533,0.39827,0.397987,0.397685,0.397364,0.397024,0.396665,0.396288,0.395893,0.39548,0.395051,0.394605,0.394143,0.393665,0.393171,0.392663,0.392141,0.391605,0.391056,0.390494,0.38992,0.389334,0.388738,0.388131,0.387514,0.386888,0.386254,0.385611,0.384961,0.384305,0.383642,
0.382861,0.382189,0.381513,0.380833,0.38015,0.379466,0.37878,0.378093,0.377407,0.376721,0.376037,0.375354,0.374674,0.373998,0.373325,0.372658,0.371996,0.371339,0.37069,0.370047,0.369413,0.368787,0.36817,0.367564,0.366967,0.366382,0.365808,0.365246,0.364697,0.364161,0.363639,0.363131,0.362638,0.36216,0.361698,0.361252,0.360823,0.36041,0.360016,0.359639,0.35928,0.35894,0.358618,0.358316,0.358034,0.357771,0.357528,0.357306,0.357104,0.356923,0.356762,0.356623,0.356505,0.356408,0.356333,0.356279,0.356247,0.356236,0.356247,0.356279,0.356333,0.356408,0.356505,0.356623,0.356762,0.356923,0.357104,0.357306,0.357528,0.357771,0.358034,0.358316,0.358619,0.35894,0.35928,0.359639,0.360016,0.360411,0.360823,0.361252,0.361698,0.36216,0.362638,0.363131,0.363639,0.364162,0.364697,0.365247,0.365808,0.366382,0.366968,0.367564,0.368171,0.368788,0.369413,0.370048,0.37069,0.37134,0.371996,0.372658,0.373326,0.373998,0.374675,0.375355,0.376037,0.376722,0.377408,0.378094,0.378781,0.379466,0.380151,0.380833,0.381513,0.38219,0.382862,0.38353,0.384192,0.384848,0.385498,0.38614,0.386774,0.3874,0.388017,0.388624,0.38922,0.389805,0.390379,0.390941,0.39149,0.392026,0.392548,0.393056,0.393549,0.394027,0.394489,0.394935,0.395364,0.395776,0.396171,0.396548,0.396906,0.397247,0.397568,0.39787,0.398152,0.398415,0.398658,0.39888,0.399082,0.399263,0.399424,0.399563,0.399681,0.399778,0.399853,0.399907,0.399939,0.39995,0.399939,0.399907,0.399853,0.399777,0.399681,0.399563,0.399423,0.399263,0.399082,0.39888,0.398658,0.398415,0.398152,0.39787,0.397568,0.397246,0.396906,0.396547,0.39617,0.395776,0.395363,0.394934,0.394488,0.394026,0.393548,0.393055,0.392547,0.392025,0.391489,0.39094,0.390379,0.389805,0.389219,0.388623,0.388016,0.3874,0.386774,0.386139,0.385497,0.384848,0.384191,0.383529,
0.382728,0.382056,0.38138,0.3807,0.380018,0.379334,0.378648,0.377962,0.377275,0.37659,0.375905,0.375223,0.374544,0.373867,0.373195,0.372528,0.371866,0.37121,0.37056,0.369918,0.369284,0.368658,0.368042,0.367435,0.366839,0.366254,0.36568,0.365119,0.36457,0.364034,0.363512,0.363004,0.362511,0.362034,0.361572,0.361126,0.360697,0.360285,0.35989,0.359513,0.359154,0.358814,0.358493,0.358191,0.357909,0.357646,0.357403,0.357181,0.356979,0.356798,0.356638,0.356499,0.356381,0.356284,0.356209,0.356155,0.356122,0.356112,0.356123,0.356155,0.356209,0.356284,0.356381,0.356499,0.356638,0.356798,0.356979,0.357181,0.357404,0.357646,0.357909,0.358191,0.358493,0.358815,0.359155,0.359513,0.35989,0.360285,0.360697,0.361126,0.361572,0.362034,0.362512,0.363005,0.363513,0.364035,0.36457,0.365119,0.365681,0.366254,0.36684,0.367436,0.368043,0.368659,0.369285,0.369919,0.370561,0.37121,0.371866,0.372528,0.373196,0.373868,0.374544,0.375224,0.375906,0.37659,0.377276,0.377962,0.378649,0.379334,0.380018,0.380701,0.38138,0.382056,0.382729,0.383396,0.384058,0.384714,0.385363,0.386005,0.38664,0.387265,0.387881,0.388488,0.389084,0.389669,0.390243,0.390805,0.391354,0.391889,0.392411,0.392919,0.393412,0.393889,0.394351,0.394797,0.395226,0.395638,0.396033,0.39641,0.396768,0.397108,0.397429,0.397731,0.398014,0.398276,0.398519,0.398741,0.398943,0.399124,0.399284,0.399424,0.399542,0.399638,0.399714,0.399767,0.3998,0.39981,0.3998,0.399767,0.399713,0.399638,0.399541,0.399423,0.399284,0.399124,0.398943,0.398741,0.398519,0.398276,0.398013,0.397731,0.397429,0.397108,0.396768,0.396409,0.396032,0.395638,0.395226,0.394796,0.394351,0.393889,0.393411,0.392918,0.392411,0.391889,0.391353,0.390804,0.390243,0.389669,0.389084,0.388487,0.387881,0.387264,0.386639,0.386005,0.385363,0.384713,0.384057,0.383395,
0.382574,0.381902,0.381226,0.380547,0.379865,0.379181,0.378496,0.37781,0.377124,0.376438,0.375754,0.375072,0.374393,0.373717,0.373045,0.372378,0.371716,0.371061,0.370412,0.36977,0.369136,0.36851,0.367894,0.367288,0.366692,0.366107,0.365533,0.364972,0.364423,0.363888,0.363366,0.362859,0.362366,0.361888,0.361427,0.360981,0.360552,0.36014,0.359745,0.359369,0.35901,0.35867,0.358349,0.358047,0.357765,0.357502,0.35726,0.357038,0.356836,0.356655,0.356495,0.356356,0.356238,0.356141,0.356066,0.356012,0.355979,0.355969,0.355979,0.356012,0.356066,0.356141,0.356238,0.356356,0.356495,0.356655,0.356836,0.357038,0.35726,0.357503,0.357765,0.358048,0.35835,0.358671,0.359011,0.359369,0.359746,0.36014,0.360552,0.360981,0.361427,0.361889,0.362366,0.362859,0.363367,0.363888,0.364424,0.364973,0.365534,0.366107,0.366692,0.367288,0.367895,0.368511,0.369136,0.36977,0.370412,0.371061,0.371717,0.372379,0.373046,0.373718,0.374394,0.375073,0.375755,0.376439,0.377125,0.377811,0.378497,0.379182,0.379866,0.380548,0.381227,0.381903,0.382575,0.383242,0.383904,0.38456,0.385209,0.38585,0.386484,0.38711,0.387726,0.388332,0.388928,0.389513,0.390086,0.390648,0.391196,0.391732,0.392254,0.392761,0.393254,0.393731,0.394193,0.394638,0.395067,0.395479,0.395874,0.39625,0.396609,0.396949,0.39727,0.397572,0.397854,0.398116,0.398359,0.398581,0.398783,0.398964,0.399124,0.399263,0.399381,0.399478,0.399553,0.399607,0.399639,0.39965,0.399639,0.399607,0.399553,0.399478,0.399381,0.399263,0.399124,0.398964,0.398783,0.398581,0.398359,0.398116,0.397854,0.397571,0.397269,0.396948,0.396609,0.39625,0.395873,0.395479,0.395067,0.394638,0.394192,0.393731,0.393253,0.39276,0.392253,0.391731,0.391196,0.390647,0.390086,0.389512,0.388927,0.388331,0.387725,0.387109,0.386484,0.38585,0.385208,0.384559,0.383903,0.383241,
0.3824,0.381729,0.381053,0.380374,0.379693,0.379009,0.378324,0.377638,0.376953,0.376268,0.375584,0.374902,0.374223,0.373548,0.372876,0.372209,0.371548,0.370892,0.370243,0.369602,0.368968,0.368343,0.367727,0.367121,0.366525,0.365941,0.365367,0.364806,0.364258,0.363723,0.363201,0.362694,0.362201,0.361724,0.361262,0.360817,0.360388,0.359976,0.359582,0.359206,0.358847,0.358507,0.358186,0.357885,0.357603,0.35734,0.357098,0.356876,0.356674,0.356493,0.356333,0.356194,0.356076,0.355979,0.355904,0.35585,0.355818,0.355807,0.355818,0.35585,0.355904,0.355979,0.356076,0.356194,0.356333,0.356493,0.356674,0.356876,0.357098,0.35734,0.357603,0.357885,0.358187,0.358508,0.358848,0.359206,0.359583,0.359977,0.360389,0.360818,0.361263,0.361725,0.362202,0.362694,0.363202,0.363723,0.364258,0.364807,0.365368,0.365941,0.366526,0.367122,0.367728,0.368344,0.368969,0.369602,0.370244,0.370893,0.371548,0.37221,0.372877,0.373548,0.374224,0.374903,0.375585,0.376268,0.376953,0.377639,0.378325,0.37901,0.379693,0.380375,0.381054,0.38173,0.382401,0.383068,0.38373,0.384385,0.385034,0.385675,0.386309,0.386934,0.38755,0.388156,0.388752,0.389336,0.389909,0.39047,0.391019,0.391554,0.392075,0.392583,0.393075,0.393552,0.394014,0.394459,0.394888,0.3953,0.395694,0.396071,0.396429,0.396769,0.397089,0.397391,0.397673,0.397936,0.398178,0.3984,0.398602,0.398783,0.398943,0.399082,0.3992,0.399296,0.399372,0.399426,0.399458,0.399469,0.399458,0.399425,0.399372,0.399296,0.3992,0.399082,0.398943,0.398783,0.398602,0.3984,0.398178,0.397935,0.397673,0.397391,0.397089,0.396768,0.396428,0.39607,0.395694,0.395299,0.394888,0.394459,0.394013,0.393552,0.393075,0.392582,0.392075,0.391553,0.391018,0.39047,0.389909,0.389336,0.388751,0.388155,0.387549,0.386933,0.386308,0.385675,0.385033,0.384384,0.383729,0.383067,
