5.574467161e-04, 1.114893432e-03, 1.672330272e-03, 2.229727603e-03, 2.787026166e-03, 3.344127218e-03, 3.900882705e-03, 4.457085517e-03, 5.012459877e-03, 5.566651916e-03, 6.119220582e-03, 6.669628971e-03, 7.217236260e-03, 7.761290429e-03, 8.300921995e-03, 8.835138996e-03, 9.362823520e-03, 9.882730063e-03, 1.039348601e-02, 1.089359458e-02, 1.138144048e-02, 1.185529859e-02, 1.231334581e-02, 1.275367627e-02, 1.317431994e-02, 1.357326458e-02, 1.394848073e-02, 1.429794961e-02, 1.461969320e-02, 1.491180604e-02, 1.517248787e-02, 1.540007624e-02, 1.559307816e-02, 1.575019968e-02, 1.587037246e-02, 1.595277634e-02, 1.599685707e-02, 1.600233857e-02, 1.596922913e-02, 1.589782143e-02, 1.578868630e-02, 1.564266047e-02, 1.546082879e-02, 1.524450173e-02, 1.499518871e-02, 1.471456854e-02, 1.440445776e-02, 1.406677797e-02, 1.370352321e-02, 1.331672807e-02, 1.290843759e-02, 1.248067931e-02, 1.203543821e-02, 1.157463469e-02, 1.110010586e-02, 1.061359028e-02, 1.011671592e-02, 9.610991438e-03, 9.097800290e-03, 8.578397678e-03, 8.053909849e-03, 7.525335527e-03, 6.993549142e-03, 6.459305572e-03, 5.923246103e-03, 5.385905369e-03, 4.847719044e-03, 4.309032092e-03, 3.770107412e-03, 3.231134752e-03, 2.692239788e-03, 2.153493287e-03, 1.614920298e-03, 1.076509345e-03, 5.382215964e-04,
1.114893432e-03, 2.229796742e-03, 3.344700052e-03, 4.459553973e-03, 5.574249846e-03, 6.688600002e-03, 7.802318083e-03, 8.914999490e-03, 1.002610207e-02, 1.113492720e-02, 1.224060144e-02, 1.334205904e-02, 1.443802564e-02, 1.552700346e-02, 1.660725855e-02, 1.767681047e-02, 1.873342502e-02, 1.977461072e-02, 2.079761940e-02, 2.179945183e-02, 2.277686876e-02, 2.372640808e-02, 2.464440838e-02, 2.552703931e-02, 2.637033892e-02, 2.717025764e-02, 2.792270873e-02, 2.862362451e-02, 2.926901715e-02, 2.985504310e-02, 3.037806919e-02, 3.083473892e-02, 3.122203672e-02, 3.153734811e-02, 3.177851383e-02, 3.194387583e-02, 3.203231337e-02, 3.204326807e-02, 3.197675651e-02, 3.183337030e-02, 3.161426332e-02, 3.132112677e-02, 3.095615298e-02, 3.052198942e-02, 3.002168458e-02, 2.945862770e-02, 2.883648452e-02, 2.815913093e-02, 2.743058679e-02, 2.665495149e-02, 2.583634296e-02, 2.497884143e-02, 2.408643885e-02, 2.316299468e-02, 2.221219848e-02, 2.123753932e-02, 2.024228198e-02, 1.922944954e-02, 1.820181204e-02, 1.716188057e-02, 1.611190619e-02, 1.505388312e-02, 1.398955547e-02, 1.292042704e-02, 1.184777347e-02, 1.077265633e-02, 9.695938717e-03, 8.618301913e-03, 7.540262803e-03, 6.462191807e-03, 5.384331115e-03, 4.306813063e-03, 3.229678560e-03, 2.152895487e-03, 1.076377040e-03,
1.672330272e-03, 3.344700052e-03, 5.017119221e-03, 6.689538392e-03, 8.361819242e-03, 1.003370486e-02, 1.170479013e-02, 1.337449229e-02, 1.504202172e-02, 1.670635339e-02, 1.836619894e-02, 2.001998012e-02, 2.166580379e-02, 2.330143923e-02, 2.492429829e-02, 2.653141929e-02, 2.811945539e-02, 2.968466840e-02, 3.122292904e-02, 3.272972456e-02, 3.420017466e-02, 3.562905660e-02, 3.701084030e-02, 3.833973369e-02, 3.960973880e-02, 4.081471831e-02, 4.194847206e-02, 4.300482254e-02, 4.397770781e-02, 4.486128000e-02, 4.565000686e-02, 4.633877355e-02, 4.692298169e-02, 4.739864220e-02, 4.776245894e-02, 4.801189975e-02, 4.814525253e-02, 4.816166383e-02, 4.806115854e-02, 4.784463994e-02, 4.751386991e-02, 4.707143030e-02, 4.652066693e-02, 4.586561840e-02, 4.511093248e-02, 4.426177318e-02, 4.332372167e-02, 4.230267443e-02, 4.120474153e-02, 4.003614813e-02, 3.880314134e-02, 3.751190462e-02, 3.616848108e-02, 3.477870670e-02, 3.334815405e-02, 3.188208655e-02, 3.038542313e-02, 2.886271270e-02, 2.731811777e-02, 2.575540638e-02, 2.417795123e-02, 2.258873528e-02, 2.099036258e-02, 1.938507366e-02, 1.777476441e-02, 1.616100776e-02, 1.454507758e-02, 1.292797404e-02, 1.131045008e-02, 9.693038560e-03, 8.076079800e-03, 6.459749288e-03, 4.844085391e-03, 3.229017005e-03, 1.614391077e-03,
2.229727603e-03, 4.459553973e-03, 6.689538392e-03, 8.919661131e-03, 1.114978387e-02, 1.337961007e-02, 1.560864530e-02, 1.783615780e-02, 2.006113915e-02, 2.228226569e-02, 2.449786081e-02, 2.670585870e-02, 2.890377018e-02, 3.108865137e-02, 3.325707609e-02, 3.540511303e-02, 3.752830884e-02, 3.962167844e-02, 4.167970381e-02, 4.369634273e-02, 4.566504869e-02, 4.757880337e-02, 4.943016254e-02, 5.121131635e-02, 5.291416427e-02, 5.453040474e-02, 5.605163867e-02, 5.746948577e-02, 5.877571154e-02, 5.996236225e-02, 6.102190469e-02, 6.194736673e-02, 6.273247427e-02, 6.337178008e-02, 6.386077996e-02, 6.419601171e-02, 6.437513318e-02, 6.439697617e-02, 6.426157389e-02, 6.397016101e-02, 6.352514607e-02, 6.293005760e-02, 6.218946605e-02, 6.130888477e-02, 6.029465376e-02, 5.915381085e-02, 5.789395458e-02, 5.652310359e-02, 5.504955678e-02, 5.348175816e-02, 5.182816965e-02, 5.009715463e-02, 4.829687414e-02, 4.643519699e-02, 4.451962447e-02, 4.255722971e-02, 4.055461130e-02, 3.851786035e-02, 3.645253997e-02, 3.436367594e-02, 3.225575708e-02, 3.013274418e-02, 2.799808591e-02, 2.585474063e-02, 2.370520274e-02, 2.155153272e-02, 1.939538981e-02, 1.723806659e-02, 1.508052492e-02, 1.292343255e-02, 1.076720024e-02, 8.612018898e-03, 6.457896711e-03, 4.304696067e-03, 2.152170261e-03,
2.787026166e-03, 5.574249846e-03, 8.361819242e-03, 1.114978387e-02, 1.393804505e-02, 1.672630623e-02, 1.951402322e-02, 2.230035446e-02, 2.508411137e-02, 2.786370940e-02, 3.063711991e-02, 3.340182370e-02, 3.615476687e-02, 3.889231999e-02, 4.161024167e-02, 4.430364789e-02, 4.696698850e-02, 4.959403271e-02, 5.217786504e-02, 5.471089384e-02, 5.718487402e-02, 5.959094565e-02, 6.191969015e-02, 6.416120489e-02, 6.630519721e-02, 6.834109770e-02, 7.025819209e-02, 7.204577035e-02, 7.369329034e-02, 7.519055275e-02, 7.652788292e-02, 7.769631443e-02, 7.868776858e-02, 7.949522390e-02, 8.011286911e-02, 8.053623393e-02, 8.076229232e-02, 8.078953377e-02, 8.061799985e-02, 8.024928414e-02, 7.968649575e-02, 7.893418796e-02, 7.799825492e-02, 7.688580085e-02, 7.560498694e-02, 7.416486188e-02, 7.257518219e-02, 7.084622855e-02, 6.898862385e-02, 6.701315808e-02, 6.493062446e-02, 6.275167010e-02, 6.048666386e-02, 5.814558265e-02, 5.573791713e-02, 5.327259653e-02, 5.075793201e-02, 4.820157741e-02, 4.561050583e-02, 4.299100032e-02, 4.034865697e-02, 3.768839844e-02, 3.501449626e-02, 3.233060019e-02, 2.963977319e-02, 2.694453058e-02, 2.424688234e-02, 2.154837760e-02, 1.885015045e-02, 1.615296649e-02, 1.345726971e-02, 1.076322935e-02, 8.070786491e-03, 5.379700290e-03, 2.689593900e-03,
3.344127218e-03, 6.688600002e-03, 1.003370486e-02, 1.337961007e-02, 1.672630623e-02, 2.007354657e-02, 2.342078691e-02, 2.676712543e-02, 3.011124248e-02, 3.345134065e-02, 3.678508574e-02, 4.010954931e-02, 4.342115360e-02, 4.671562004e-02, 4.998792272e-02, 5.323224834e-02, 5.644196458e-02, 5.960959885e-02, 6.272682978e-02, 6.578449359e-02, 6.877260788e-02, 7.168041508e-02, 7.449644751e-02, 7.720861584e-02, 7.980432199e-02, 8.227059675e-02, 8.459426165e-02, 8.676211319e-02, 8.876112671e-02, 9.057867548e-02, 9.220275984e-02, 9.362223946e-02, 9.482706173e-02, 9.580847782e-02, 9.655923864e-02, 9.707376261e-02, 9.734826838e-02, 9.738086675e-02, 9.717160760e-02, 9.672247994e-02, 9.603736485e-02, 9.512194359e-02, 9.398356482e-02, 9.263107677e-02, 9.107463129e-02, 8.932546755e-02, 8.739568376e-02, 8.529800458e-02, 8.304555199e-02, 8.065162587e-02, 7.812949999e-02, 7.549223746e-02, 7.275252854e-02, 6.992255263e-02, 6.701386488e-02, 6.403730725e-02, 6.100294279e-02, 5.792001147e-02, 5.479690562e-02, 5.164116255e-02, 4.845947204e-02, 4.525769635e-02, 4.204090049e-02, 3.881339070e-02, 3.557875927e-02, 3.233993405e-02, 2.909923136e-02, 2.585841103e-02, 2.261873280e-02, 1.938101324e-02, 1.614568276e-02, 1.291284232e-02, 9.682319608e-03, 6.453724702e-03, 3.226505050e-03,
3.900882705e-03, 7.802318083e-03, 1.170479013e-02, 1.560864530e-02, 1.951402322e-02, 2.342078691e-02, 2.732845240e-02, 3.123611789e-02, 3.514239248e-02, 3.904532496e-02, 4.294233308e-02, 4.683013420e-02, 5.070467817e-02, 5.456108386e-02, 5.839358084e-02, 6.219545819e-02, 6.595902261e-02, 6.967556835e-02, 7.333536166e-02, 7.692764285e-02, 8.044064884e-02, 8.386165927e-02, 8.717706896e-02, 9.037248898e-02, 9.343287815e-02, 9.634270568e-02, 9.908614457e-02, 1.016472941e-01, 1.040104278e-01, 1.061602626e-01, 1.080822415e-01, 1.097628219e-01, 1.111897610e-01, 1.123523870e-01, 1.132418450e-01, 1.138513095e-01, 1.141761519e-01, 1.142140572e-01, 1.139650839e-01, 1.134316632e-01, 1.126185401e-01, 1.115326567e-01, 1.101829840e-01, 1.085803101e-01, 1.067369939e-01, 1.046666933e-01, 1.023840807e-01, 9.990455404e-02, 9.724395366e-02, 9.441829340e-02, 9.144351217e-02, 8.833525120e-02, 8.510866023e-02, 8.177823444e-02, 7.835768250e-02, 7.485982482e-02, 7.129652042e-02, 6.767862005e-02, 6.401594263e-02, 6.031727222e-02, 5.659037229e-02, 5.284201442e-02, 4.907801864e-02, 4.530330285e-02, 4.152193913e-02, 3.773721500e-02, 3.395169801e-02, 3.016730235e-02, 2.638535647e-02, 2.260667091e-02, 1.883160578e-02, 1.506013754e-02, 1.129192492e-02, 7.526373861e-03, 3.762701596e-03,
4.457085517e-03, 8.914999490e-03, 1.337449229e-02, 1.783615780e-02, 2.230035446e-02, 2.676712543e-02, 3.123611789e-02, 3.570650125e-02, 4.017688460e-02, 4.464523362e-02, 4.910878742e-02, 5.356397624e-02, 5.800634104e-02, 6.243045639e-02, 6.682985857e-02, 7.119698095e-02, 7.552309933e-02, 7.979829026e-02, 8.401140565e-02, 8.815006731e-02, 9.220068536e-02, 9.614850422e-02, 9.997768008e-02, 1.036713930e-01, 1.072119960e-01, 1.105812032e-01, 1.137603169e-01, 1.167304907e-01, 1.194730278e-01, 1.219697058e-01, 1.242031215e-01, 1.261570454e-01, 1.278167736e-01, 1.291694642e-01, 1.302044450e-01, 1.309134784e-01, 1.312909723e-01, 1.313341265e-01, 1.310430074e-01, 1.304205488e-01, 1.294724758e-01, 1.282071592e-01, 1.266354043e-01, 1.247701859e-01, 1.226263408e-01, 1.202202310e-01, 1.175693917e-01, 1.146921772e-01, 1.116074152e-01, 1.083340819e-01, 1.048910041e-01, 1.012965950e-01, 9.756862672e-02, 9.372404241e-02, 8.977880587e-02, 8.574778909e-02, 8.164469404e-02, 7.748200568e-02, 7.327097263e-02, 6.902161141e-02, 6.474273048e-02, 6.044197041e-02, 5.612585681e-02, 5.179986293e-02, 4.746847941e-02, 4.313528882e-02, 3.880304334e-02, 3.447374389e-02, 3.014871982e-02, 2.582870816e-02, 2.151393191e-02, 1.720417715e-02, 1.289886868e-02, 8.597144223e-03, 4.297927470e-03,
5.012459877e-03, 1.002610207e-02, 1.504202172e-02, 2.006113915e-02, 2.508411137e-02, 3.011124248e-02, 3.514239248e-02, 4.017688460e-02, 4.521341106e-02, 5.024993751e-02, 5.528360675e-02, 6.031064231e-02, 6.532625334e-02, 7.032454209e-02, 7.529841612e-02, 8.023950771e-02, 8.513810350e-02, 8.998308772e-02, 9.476190337e-02, 9.946053540e-02, 1.040635211e-01, 1.085539922e-01, 1.129137542e-01, 1.171234068e-01, 1.211625095e-01, 1.250097945e-01, 1.286434290e-01, 1.320413240e-01, 1.351814870e-01, 1.380424113e-01, 1.406034934e-01, 1.428454648e-01, 1.447508237e-01, 1.463042511e-01, 1.474929923e-01, 1.483071868e-01, 1.487401326e-01, 1.487884689e-01, 1.484522707e-01, 1.477350486e-01, 1.466436550e-01, 1.451880999e-01, 1.433812881e-01, 1.412386885e-01, 1.387779524e-01, 1.360184980e-01, 1.329810781e-01, 1.296873479e-01, 1.261594480e-01, 1.224196149e-01, 1.184898274e-01, 1.143914978e-01, 1.101452093e-01, 1.057705026e-01, 1.012857095e-01, 9.670783165e-02, 9.205246095e-02, 8.733373599e-02, 8.256433080e-02, 7.775547031e-02, 7.291696780e-02, 6.805727993e-02, 6.318357525e-02, 5.830181266e-02, 5.341682674e-02, 4.853241753e-02, 4.365144262e-02, 3.877591005e-02, 3.390707078e-02, 2.904550999e-02, 2.419123654e-02, 1.934377048e-02, 1.450222841e-02, 9.665406884e-03, 4.831864063e-03,
5.566651916e-03, 1.113492720e-02, 1.670635339e-02, 2.228226569e-02, 2.786370940e-02, 3.345134065e-02, 3.904532496e-02, 4.464523362e-02, 5.024993751e-02, 5.585749863e-02, 6.146505974e-02, 6.706873291e-02, 7.266348793e-02, 7.824304251e-02, 8.379975609e-02, 8.932453029e-02, 9.480671921e-02, 1.002340538e-01, 1.055925847e-01, 1.108666498e-01, 1.160388713e-01, 1.210901892e-01, 1.259999377e-01, 1.307459707e-01, 1.353048406e-01, 1.396520362e-01, 1.437622806e-01, 1.476098894e-01, 1.511691847e-01, 1.544149589e-01, 1.573229762e-01, 1.598704966e-01, 1.620368053e-01, 1.638037244e-01, 1.651560861e-01, 1.660821440e-01, 1.665739024e-01, 1.666273458e-01, 1.662425577e-01, 1.654237202e-01, 1.641789956e-01, 1.625202973e-01, 1.604629597e-01, 1.580253275e-01, 1.552282824e-01, 1.520947307e-01, 1.486490747e-01, 1.449166881e-01, 1.409234142e-01, 1.366951023e-01, 1.322571928e-01, 1.276343594e-01, 1.228502101e-01, 1.179270492e-01, 1.128856977e-01, 1.077453671e-01, 1.025235821e-01, 9.723614652e-02, 9.189714427e-02, 8.651897123e-02, 8.111239048e-02, 7.568660625e-02, 7.024935160e-02, 6.480698570e-02, 5.936459736e-02, 5.392611194e-02, 4.849439957e-02, 4.307138290e-02, 3.765814325e-02, 3.225502447e-02, 2.686173378e-02, 2.147743982e-02, 1.610086761e-02, 1.073039084e-02, 5.364121897e-03,
